,Status,Brand,Model,CPU,RAM,SSD Size,Screen,Touch,Final Price
1268,1,Lenovo,ThinkBook,AMD Ryzen 7,16,512,16.0,0,1748.99
1269,1,Lenovo,ThinkPad,AMD Ryzen 7,16,512,13.3,0,2068.0
1270,1,Lenovo,ThinkPad,AMD Ryzen 7,16,512,16.0,0,2281.0
1271,1,Lenovo,V15,AMD Ryzen 7,8,512,15.6,0,564.62
1272,1,Microsoft,Surface Laptop,AMD Ryzen 7,8,256,15.0,1,1649.54
1273,0,Asus,ROG,AMD Ryzen 7,16,512,15.6,0,949.0
1274,0,Asus,ROG,AMD Ryzen 7,32,1000,17.3,0,2099.0
1275,0,Asus,TUF,AMD Ryzen 7,16,1000,15.6,0,1799.0
1276,0,Asus,ZenBook,AMD Ryzen 7,16,512,14.0,0,1099.0
1277,0,Asus,ZenBook,AMD Ryzen 7,16,512,14.0,0,609.04
1278,0,Acer,Aspire,AMD Ryzen 7,8,512,15.6,0,699.0
1279,0,Acer,Nitro,AMD Ryzen 7,16,512,15.6,0,670.53
1280,0,Acer,Nitro,AMD Ryzen 7,16,1000,17.3,0,1214.63
1281,0,Asus,ROG,AMD Ryzen 7,16,1000,15.6,0,1020.84
1282,0,Asus,ROG,AMD Ryzen 7,16,1000,15.6,0,1183.68
1283,0,Asus,ROG,AMD Ryzen 7,16,1000,14.0,0,771.79
1284,0,Asus,ROG,AMD Ryzen 7,16,1000,14.0,0,852.09
1285,0,Asus,ROG,AMD Ryzen 7,16,1000,15.6,0,1499.0
1286,0,Asus,ROG,AMD Ryzen 7,32,1000,15.6,0,1397.54
1287,0,Asus,ROG,AMD Ryzen 7,16,1000,14.0,0,854.59
1288,0,Asus,ROG,AMD Ryzen 7,16,1000,15.6,0,1091.09
1289,0,Asus,TUF,AMD Ryzen 7,16,1000,15.6,0,757.53
1290,0,Asus,TUF,AMD Ryzen 7,16,1000,15.6,0,1175.14
1291,0,Asus,TUF,AMD Ryzen 7,16,1000,15.6,0,1999.0
1292,0,Asus,TUF,AMD Ryzen 7,16,1000,17.3,0,1270.23
1293,0,Asus,TUF,AMD Ryzen 7,16,512,15.6,0,766.09
1294,0,Asus,TUF,AMD Ryzen 7,16,1000,15.6,0,853.69
1295,0,Asus,TUF,AMD Ryzen 7,16,1000,15.6,0,647.39
1296,0,Asus,TUF,AMD Ryzen 7,16,1000,15.6,0,785.69
1297,0,Asus,VivoBook,AMD Ryzen 7,8,512,14.0,0,495.74
1298,0,Asus,ZenBook,AMD Ryzen 7,16,512,14.0,0,799.0
1299,0,HP,Omen,AMD Ryzen 7,16,1000,15.6,0,863.44
1300,0,HP,Omen,AMD Ryzen 7,16,512,16.1,0,829.33
1301,0,HP,Omen,AMD Ryzen 7,16,1000,15.6,0,676.84
1302,0,HP,Omen,AMD Ryzen 7,16,1000,15.6,0,1199.99
1303,0,HP,Omen,AMD Ryzen 7,16,1000,15.6,0,912.44
1304,0,HP,Pavilion,AMD Ryzen 7,16,512,15.6,0,621.54
1305,0,Lenovo,IdeaPad,AMD Ryzen 7,8,512,14.0,1,799.0
1306,0,Lenovo,IdeaPad,AMD Ryzen 7,16,1000,15.6,0,1249.0
1307,0,Lenovo,Legion,AMD Ryzen 7,16,512,15.6,0,1150.04
1308,0,Lenovo,Legion,AMD Ryzen 7,16,512,15.6,0,1299.0
1309,0,Lenovo,Legion,AMD Ryzen 7,16,1000,15.6,0,996.04
1310,0,Lenovo,ThinkPad,AMD Ryzen 7,16,512,14.0,0,1439.26
1314,1,Asus,ExpertBook,Intel Core i3,8,256,15.6,0,789.0
1315,1,HP,15S,Intel Core i3,8,512,15.6,0,549.0
1316,1,Acer,Aspire,Intel Core i3,8,256,15.6,0,539.01
1317,1,Asus,VivoBook,Intel Core i3,8,256,15.6,0,539.01
1318,1,HP,15S,Intel Core i3,8,256,15.6,0,539.0
1319,1,HP,15S,Intel Core i3,8,256,15.6,0,449.0
1320,1,MSI,Modern,Intel Core i3,8,256,15.6,0,499.0
1321,1,Lenovo,IdeaPad,Intel Core i3,8,256,15.6,0,479.0
1322,1,Asus,ExpertBook,Intel Core i3,8,256,15.6,0,549.0
1323,1,Dell,Vostro,Intel Core i3,8,256,15.6,0,599.0
1324,1,Asus,VivoBook,Intel Core i3,8,256,14.0,0,459.0
1325,1,Lenovo,V15,Intel Core i3,8,512,15.6,0,449.0
1326,1,Lenovo,IdeaPad,Intel Core i3,8,256,15.6,0,529.0
1327,1,Acer,Aspire,Intel Core i3,8,512,15.6,0,499.0
1328,1,Asus,Chromebook,Intel Core i3,8,256,15.6,1,699.0
1329,1,Asus,VivoBook,Intel Core i3,8,512,15.6,0,499.0
1330,1,Asus,VivoBook,Intel Core i3,8,512,15.6,0,499.0
1331,1,Lenovo,V15,Intel Core i3,8,256,15.6,0,345.0
1332,1,Lenovo,V15,Intel Core i3,8,512,15.6,0,479.0
1333,1,Lenovo,V15,Intel Core i3,8,256,15.6,0,449.0
1334,1,Acer,Aspire,Intel Core i3,8,512,14.0,0,599.0
1335,1,Lenovo,V15,Intel Core i3,8,512,15.6,0,419.0
1336,1,Asus,VivoBook,Intel Core i3,8,256,15.6,0,399.0
1337,1,Asus,VivoBook,Intel Core i3,8,256,15.6,0,396.0
1338,1,Acer,Extensa,Intel Core i3,8,256,15.6,0,394.0
1339,1,HP,250,Intel Core i3,8,256,15.6,0,417.99
1340,1,Asus,VivoBook,Intel Core i3,8,256,14.0,0,549.0
1341,1,Acer,Extensa,Intel Core i3,8,256,15.6,0,413.99
1342,1,Lenovo,V15,Intel Core i3,8,256,15.6,0,443.01
1343,1,Asus,VivoBook,Intel Core i3,8,512,15.6,0,372.0
1344,1,HP,15S,Intel Core i3,8,256,15.6,0,552.33
1345,1,HP,250,Intel Core i3,8,512,15.6,0,398.1
1346,1,Lenovo,V15,Intel Core i3,8,256,15.6,0,495.99
1347,1,HP,250,Intel Core i3,8,512,15.6,0,453.0
1348,1,HP,15S,Intel Core i3,8,256,15.6,0,393.59
1349,1,Asus,F515,Intel Core i3,8,256,15.6,0,408.0
1350,1,Acer,Aspire,Intel Core i3,8,256,15.6,0,385.2
1351,1,Acer,Extensa,Intel Core i3,8,256,15.6,0,430.99
1352,1,Asus,VivoBook,Intel Core i3,8,256,15.6,0,355.0
1353,1,Lenovo,IdeaPad,Intel Core i3,8,256,13.3,1,699.0
1354,1,HP,15S,Intel Core i3,8,256,15.6,0,416.87
1355,1,Asus,VivoBook,Intel Core i3,8,512,15.6,0,449.9
1357,1,Lenovo,V15,Intel Core i3,8,512,15.6,0,465.0
1358,0,Lenovo,ThinkPad,Intel Core i3,8,256,13.3,0,419.0
1359,1,Asus,VivoBook,Intel Core i3,8,512,15.6,0,398.22
1360,1,Asus,F515,Intel Core i3,8,256,15.6,0,391.6
1361,1,HP,250,Intel Core i3,8,512,15.6,0,549.0
1362,1,HP,15S,Intel Core i3,8,512,15.6,0,414.84
1363,1,HP,250,Intel Core i3,8,256,15.6,0,399.37
1364,1,HP,250,Intel Core i3,8,256,15.6,0,556.59
1365,1,Asus,ExpertBook,Intel Core i3,8,256,15.6,0,445.99
1366,1,HP,250,Intel Core i3,8,256,15.6,0,831.12
1367,1,Lenovo,V15,Intel Core i3,8,512,15.6,0,773.6
1368,1,Asus,F515,Intel Core i3,8,512,15.6,0,550.6
1371,1,Asus,F515,Intel Core i3,8,256,15.6,0,650.36
1372,1,HP,250,Intel Core i3,8,256,15.6,0,634.05
1374,1,Asus,ExpertBook,Intel Core i3,8,256,14.0,0,511.13
1376,0,Acer,Aspire,Intel Core i3,8,512,15.6,0,340.24
1377,1,Asus,ExpertBook,Intel Core i3,8,256,15.6,0,545.0
1378,1,Asus,VivoBook,Intel Core i3,8,256,15.6,0,460.63
1380,1,Asus,F515,Intel Core i3,8,256,15.6,0,570.43
1381,1,Asus,F515,Intel Core i3,8,256,15.6,0,424.96
1383,1,Asus,VivoBook,Intel Core i3,8,256,15.6,0,389.0
1384,1,Acer,Aspire,Intel Core i3,8,512,17.3,0,707.69
1385,1,Acer,Extensa,Intel Core i3,8,256,15.6,0,616.33
1386,1,Acer,Extensa,Intel Core i3,8,256,15.6,0,481.6
1388,1,Asus,VivoBook,Intel Core i3,8,256,15.6,0,499.0
1389,1,Dell,Vostro,Intel Core i3,8,256,15.6,0,930.16
1390,1,Dell,Vostro,Intel Core i3,4,256,15.6,0,600.68
1391,1,Dell,Vostro,Intel Core i3,8,256,15.6,0,688.88
1392,1,HP,15S,Intel Core i3,8,512,15.6,0,451.46
1393,1,HP,15S,Intel Core i3,8,256,15.6,0,378.94
1394,1,HP,15S,Intel Core i3,8,512,15.6,0,646.39
1395,1,HP,15S,Intel Core i3,8,256,15.6,0,432.26
1397,1,HP,250,Intel Core i3,8,256,15.6,0,466.1
1398,1,HP,250,Intel Core i3,8,512,15.6,0,445.89
1399,1,HP,250,Intel Core i3,8,256,15.6,0,586.4
1401,1,HP,Pavilion,Intel Core i3,8,256,14.0,1,793.0
1402,0,Lenovo,IdeaPad,Intel Core i3,8,256,15.6,0,529.0
1403,1,Lenovo,IdeaPad,Intel Core i3,8,512,15.6,0,547.91
1404,0,Lenovo,ThinkBook,Intel Core i3,8,256,15.6,0,874.6
1406,1,Lenovo,V15,Intel Core i3,8,256,15.6,0,661.0
1407,1,Lenovo,V15,Intel Core i3,8,512,15.6,0,576.66
1413,0,Asus,F515,Intel Core i3,8,256,15.6,0,479.0
1414,0,Acer,Aspire,Intel Core i3,8,256,15.6,0,316.94
1415,0,Acer,Aspire,Intel Core i3,8,256,15.6,0,569.0
1416,0,Acer,Aspire,Intel Core i3,8,512,14.0,0,334.24
1417,0,Apple,MacBook Air,Intel Core i3,8,256,13.3,0,710.0
1418,0,Apple,MacBook Air,Intel Core i3,8,256,13.3,0,727.37
1419,0,Apple,MacBook Air,Intel Core i3,8,256,13.3,0,767.39
1420,0,Asus,VivoBook,Intel Core i3,8,256,15.6,0,363.83
1421,0,HP,15S,Intel Core i3,8,256,15.6,0,334.54
1422,1,HP,15S,Intel Core i3,8,256,15.6,0,608.94
1423,0,HP,250,Intel Core i3,8,512,15.6,0,392.69
1424,0,Lenovo,IdeaPad,Intel Core i3,8,256,15.6,0,307.09
1425,0,Lenovo,IdeaPad,Intel Core i3,8,512,15.6,0,719.79
1426,0,Lenovo,IdeaPad,Intel Core i3,8,256,14.0,1,537.19
1427,0,Lenovo,ThinkBook,Intel Core i3,8,256,14.0,0,719.79
1428,0,Lenovo,ThinkBook,Intel Core i3,8,256,14.0,0,585.29
1429,0,Lenovo,ThinkBook,Intel Core i3,8,256,15.6,0,426.39
1430,0,Lenovo,V15,Intel Core i3,8,256,15.6,0,563.92
1432,1,Lenovo,ThinkPad,AMD Ryzen 5,8,256,14.0,0,909.0
1433,1,Lenovo,V15,AMD Ryzen 5,16,512,15.6,0,476.99
1434,1,HP,Pavilion,AMD Ryzen 5,16,512,15.6,0,799.0
1435,1,HP,15S,AMD Ryzen 5,8,512,15.6,0,599.01
1436,1,HP,15S,AMD Ryzen 5,12,512,15.6,0,549.0
1438,1,MSI,Modern,AMD Ryzen 5,16,512,15.6,0,839.0
1439,1,Lenovo,IdeaPad,AMD Ryzen 5,8,512,15.6,0,599.0
1440,1,Lenovo,IdeaPad,AMD Ryzen 5,8,512,15.6,0,689.01
1441,1,Asus,VivoBook,AMD Ryzen 5,8,512,15.6,0,509.99
1442,1,Lenovo,IdeaPad,AMD Ryzen 5,8,512,15.6,0,659.0
1443,1,Lenovo,IdeaPad,AMD Ryzen 5,8,512,15.6,0,549.0
1444,1,Lenovo,IdeaPad,AMD Ryzen 5,16,512,15.6,0,729.0
1445,1,HP,255,AMD Ryzen 5,16,512,15.6,0,873.29
1446,1,Lenovo,IdeaPad,AMD Ryzen 5,8,512,15.6,0,589.0
1447,1,Lenovo,IdeaPad,AMD Ryzen 5,16,512,15.6,0,979.0
1448,1,Asus,ZenBook,AMD Ryzen 5,16,512,14.0,0,969.0
1449,1,Lenovo,IdeaPad,AMD Ryzen 5,16,512,14.0,1,799.0
1450,1,Lenovo,IdeaPad,AMD Ryzen 5,16,512,15.6,0,879.0
1451,1,Lenovo,IdeaPad,AMD Ryzen 5,16,512,15.6,0,779.01
1452,1,Medion,Akoya,AMD Ryzen 5,4,256,14.0,0,499.0
1453,1,Acer,Nitro,AMD Ryzen 5,16,1000,15.6,0,1199.0
1454,1,Asus,ZenBook,AMD Ryzen 5,16,512,14.0,0,999.0
1456,1,Lenovo,V15,AMD Ryzen 5,16,512,15.6,0,475.0
1457,1,Lenovo,IdeaPad,AMD Ryzen 5,8,512,15.6,0,944.82
1458,1,Lenovo,V15,AMD Ryzen 5,8,512,15.6,0,442.99
1459,1,Lenovo,V15,AMD Ryzen 5,8,256,15.6,0,449.0
1460,1,Asus,VivoBook,AMD Ryzen 5,16,512,16.0,0,579.01
1461,1,Asus,ZenBook,AMD Ryzen 5,8,512,14.0,0,809.45
1463,1,HP,ProBook,AMD Ryzen 5,16,512,15.6,0,799.0
1464,1,Lenovo,IdeaPad,AMD Ryzen 5,16,512,15.6,0,879.0
1465,1,Lenovo,Legion,AMD Ryzen 5,8,512,15.6,0,1252.5
1466,1,Dell,Vostro,AMD Ryzen 5,8,256,16.0,0,829.0
1467,1,Lenovo,IdeaPad,AMD Ryzen 5,16,512,15.6,0,689.01
1468,1,Asus,VivoBook,AMD Ryzen 5,8,512,16.0,0,437.87
1469,1,Acer,Aspire,AMD Ryzen 5,8,512,15.6,0,819.0
1470,1,Lenovo,V15,AMD Ryzen 5,8,256,15.6,0,529.0
1472,1,Lenovo,IdeaPad,AMD Ryzen 5,8,256,15.6,0,834.11
1473,1,Lenovo,Yoga,AMD Ryzen 5,8,512,14.0,0,979.0
1474,1,Asus,ZenBook,AMD Ryzen 5,16,512,14.0,0,856.0
1475,0,MSI,Modern,AMD Ryzen 5,8,512,14.0,0,659.44
1477,1,Acer,Extensa,AMD Ryzen 5,8,512,15.6,0,379.01
1478,1,Microsoft,Surface Laptop,AMD Ryzen 5,8,256,13.5,1,1129.0
1479,1,HP,ProBook,AMD Ryzen 5,8,256,13.3,0,1069.0
1480,1,Asus,ZenBook,AMD Ryzen 5,16,512,14.0,0,1157.12
1482,1,Medion,Akoya,AMD Ryzen 5,8,256,15.6,0,563.62
1483,1,HP,15S,AMD Ryzen 5,8,512,15.6,0,479.61
1484,1,MSI,Modern,AMD Ryzen 5,8,512,15.6,0,720.25
1485,1,Acer,Nitro,AMD Ryzen 5,16,512,15.6,0,1559.0
1486,1,HP,Victus,AMD Ryzen 5,16,512,16.1,0,1120.0
1487,1,Asus,ZenBook,AMD Ryzen 5,16,512,14.0,0,812.61
1488,1,Lenovo,ThinkPad,AMD Ryzen 5,8,256,13.3,0,799.0
1489,1,HP,255,AMD Ryzen 5,8,512,15.6,0,498.0
1490,1,Acer,Extensa,AMD Ryzen 5,8,256,15.6,0,439.0
1491,0,Dell,Vostro,AMD Ryzen 5,8,256,15.6,0,529.99
1492,1,Asus,ZenBook,AMD Ryzen 5,8,512,14.0,0,755.48
1493,1,Medion,Akoya,AMD Ryzen 5,8,256,15.6,0,399.99
1494,1,HP,255,AMD Ryzen 5,16,512,15.6,0,595.01
1495,1,HP,15S,AMD Ryzen 5,8,512,15.6,0,536.48
1496,1,HP,Pavilion,AMD Ryzen 5,16,512,15.6,0,671.01
1497,1,HP,15S,AMD Ryzen 5,8,256,15.6,0,478.26
1498,1,HP,255,AMD Ryzen 5,8,512,15.6,0,507.53
1499,1,HP,Victus,AMD Ryzen 5,8,512,16.1,0,845.48
1500,1,Lenovo,IdeaPad,AMD Ryzen 5,16,512,14.0,0,749.0
1501,1,Lenovo,V15,AMD Ryzen 5,8,512,15.6,0,439.0
1502,1,Lenovo,IdeaPad,AMD Ryzen 5,8,512,14.0,0,757.0
1503,0,Asus,ZenBook,AMD Ryzen 5,16,512,14.0,0,608.64
1504,1,HP,15S,AMD Ryzen 5,8,512,15.6,0,660.99
1505,1,HP,15S,AMD Ryzen 5,12,256,15.6,0,655.34
1506,1,Asus,VivoBook,AMD Ryzen 5,16,512,15.6,0,1016.0
1507,1,Asus,ZenBook,AMD Ryzen 5,16,512,14.0,0,955.0
1508,1,Asus,ZenBook,AMD Ryzen 5,16,512,14.0,0,868.74
1509,1,Acer,Aspire,AMD Ryzen 5,8,512,15.6,0,854.93
1510,1,Acer,Extensa,AMD Ryzen 5,8,512,15.6,0,491.13
1511,1,Acer,Extensa,AMD Ryzen 5,8,256,15.6,0,473.0
1512,1,Dell,Vostro,AMD Ryzen 5,8,256,15.6,0,1895.48
1513,1,HP,15S,AMD Ryzen 5,8,256,15.6,0,478.45
1514,1,HP,15S,AMD Ryzen 5,8,256,15.6,0,594.22
1515,1,HP,15S,AMD Ryzen 5,8,512,15.6,0,709.65
1516,1,HP,15S,AMD Ryzen 5,8,512,15.6,0,554.0
1517,1,HP,15S,AMD Ryzen 5,8,512,15.6,0,652.92
1518,1,HP,15S,AMD Ryzen 5,8,512,15.6,0,538.98
1519,1,HP,15S,AMD Ryzen 5,8,256,15.6,0,476.99
1520,1,HP,255,AMD Ryzen 5,8,256,15.6,0,1094.9
1521,1,HP,255,AMD Ryzen 5,8,256,15.6,0,644.7
1522,1,HP,255,AMD Ryzen 5,8,256,15.6,0,538.99
1523,1,HP,Pavilion,AMD Ryzen 5,16,512,15.6,0,816.21
1524,1,HP,Victus,AMD Ryzen 5,8,512,16.1,0,812.52
1525,1,HP,Victus,AMD Ryzen 5,16,512,16.1,0,865.4
1526,1,HP,Victus,AMD Ryzen 5,8,512,16.1,0,792.65
1527,1,Lenovo,IdeaPad,AMD Ryzen 5,8,512,15.6,0,554.0
1528,1,Lenovo,IdeaPad,AMD Ryzen 5,8,512,15.6,0,531.34
1529,1,Lenovo,IdeaPad,AMD Ryzen 5,8,512,17.3,0,895.0
1530,1,Lenovo,IdeaPad,AMD Ryzen 5,8,512,15.6,0,996.21
1531,1,Lenovo,ThinkBook,AMD Ryzen 5,8,256,14.0,0,875.05
1532,0,Lenovo,ThinkBook,AMD Ryzen 5,8,256,15.6,0,786.92
1533,1,Lenovo,ThinkBook,AMD Ryzen 5,8,256,15.6,0,846.67
1534,1,Lenovo,ThinkPad,AMD Ryzen 5,16,512,15.6,0,1061.0
1535,1,Lenovo,ThinkPad,AMD Ryzen 5,8,256,15.6,0,1002.59
1536,1,Lenovo,V15,AMD Ryzen 5,8,256,15.6,0,718.0
1537,1,Lenovo,V15,AMD Ryzen 5,8,512,15.6,0,547.63
1538,1,Lenovo,Yoga,AMD Ryzen 5,8,512,14.0,1,1311.0
1540,1,Medion,Akoya,AMD Ryzen 5,8,256,15.6,0,399.99
1541,1,Medion,Akoya,AMD Ryzen 5,8,256,15.6,0,663.9
1542,0,Asus,ZenBook,AMD Ryzen 5,8,512,14.0,0,571.54
1543,0,Dell,Vostro,AMD Ryzen 5,8,256,15.6,0,617.54
1544,0,HP,255,AMD Ryzen 5,8,256,15.6,0,410.69
1545,0,HP,255,AMD Ryzen 5,8,512,15.6,0,599.0
1546,0,HP,Victus,AMD Ryzen 5,16,512,16.1,0,735.84
1547,0,Lenovo,IdeaPad,AMD Ryzen 5,8,512,15.6,0,569.04
1548,0,Lenovo,IdeaPad,AMD Ryzen 5,16,512,15.6,0,1010.27
1549,0,Lenovo,IdeaPad,AMD Ryzen 5,8,512,15.6,0,713.83
1551,0,MSI,Modern,AMD Ryzen 5,8,512,14.0,0,642.39
1552,0,MSI,Modern,AMD Ryzen 5,8,512,15.6,0,444.19
1553,1,MSI,Pulse,Intel Core i9,32,1000,15.6,0,2399.01
1554,1,MSI,Raider,Intel Core i9,32,1000,16.0,0,2599.0
1555,1,MSI,Pulse,Intel Core i9,32,1000,15.6,0,2299.0
1557,1,MSI,Pulse,Intel Core i9,32,1000,17.3,0,1599.0
1558,1,Asus,ROG,Intel Core i9,32,1000,16.0,0,2599.0
1559,1,MSI,Creator,Intel Core i9,32,1000,17.0,1,2979.01
1560,1,Asus,ROG,Intel Core i9,32,1000,16.0,0,3699.01
1561,1,Asus,ROG,Intel Core i9,32,1000,18.0,0,3699.01
1562,1,Asus,ROG,Intel Core i9,32,1000,18.0,0,2659.0
1563,1,MSI,Stealth,Intel Core i9,32,2000,16.0,0,2914.18
1564,1,Asus,ROG,Intel Core i9,32,1000,16.0,0,3599.0
1565,1,Asus,ROG,Intel Core i9,32,1000,18.0,0,3399.0
1566,1,MSI,Raider,Intel Core i9,32,1000,16.0,0,3099.0
1567,1,Asus,ROG,Intel Core i9,32,1000,16.0,0,2699.0
1568,1,Asus,TUF,Intel Core i9,32,1000,17.3,0,2099.0
1569,1,Asus,ROG,Intel Core i9,32,1000,16.0,0,2599.0
1570,1,Asus,TUF,Intel Core i9,32,1000,17.3,0,1889.0
1573,1,Asus,ROG,Intel Core i9,32,2000,16.0,0,4299.0
1574,1,Asus,ROG,Intel Core i9,32,1000,15.6,0,3499.0
1575,1,HP,Omen,Intel Core i9,32,1000,16.1,0,2399.01
1576,1,MSI,Raider,Intel Core i9,32,1000,16.0,0,2899.0
1577,1,Asus,ROG,Intel Core i9,32,1000,16.0,0,3099.0
1579,1,Asus,ROG,Intel Core i9,32,1000,16.0,1,2999.0
1580,1,MSI,Creator,Intel Core i9,32,1000,16.0,1,2899.0
1581,1,Gigabyte,Aorus,Intel Core i9,16,1000,15.6,0,2179.0
1582,1,Asus,ROG,Intel Core i9,16,1000,13.4,1,2099.0
1583,1,Asus,ROG,Intel Core i9,32,2000,16.0,0,3499.01
1584,1,Razer,Blade,Intel Core i9,32,2000,16.0,0,4999.01
1585,1,Razer,Blade,Intel Core i9,16,1000,16.0,0,3099.0
1586,1,Razer,Blade,Intel Core i9,16,1000,16.0,0,3499.01
1587,1,Razer,Blade,Intel Core i9,32,1000,16.0,0,3799.99
1588,1,MSI,Creator,Intel Core i9,64,2000,16.0,1,3061.31
1589,1,Lenovo,Legion,Intel Core i9,32,1000,16.0,0,2689.01
1590,1,MSI,Creator,Intel Core i9,64,1000,16.0,1,3289.01
1591,0,MSI,Creator,Intel Core i9,64,2000,17.0,1,3394.99
1592,1,Asus,ROG,Intel Core i9,32,1000,16.0,0,2459.01
1595,1,Razer,Blade,Intel Core i9,32,1000,17.3,0,4499.99
1596,1,Razer,Blade,Intel Core i9,16,1000,17.3,0,3899.99
1597,1,Asus,ROG,Intel Core i9,16,1000,13.4,1,2420.65
1598,1,Lenovo,Legion,Intel Core i9,32,1000,16.0,0,4199.0
1599,1,Asus,ROG,Intel Core i9,64,1000,17.3,0,4299.01
1600,1,Asus,ROG,Intel Core i9,16,1000,16.0,1,2599.01
1601,0,Apple,MacBook Pro,Intel Core i9,16,1000,16.0,0,1899.0
1602,1,Razer,Blade,Intel Core i9,16,1000,15.6,0,3699.0
1603,1,Razer,Blade,Intel Core i9,32,1000,16.0,0,4199.91
1604,1,MSI,Raider,Intel Core i9,64,2000,17.0,0,5199.0
1605,1,MSI,Creator,Intel Core i9,32,1000,17.0,1,3175.35
1606,1,Lenovo,Legion,Intel Core i9,32,1000,16.0,0,4580.73
1607,1,Acer,Nitro,Intel Core i9,16,512,17.3,0,1495.69
1608,0,Apple,MacBook Pro,Intel Core i9,32,2000,16.0,0,2755.0
1609,1,MSI,Raider,Intel Core i9,32,2000,17.0,0,7150.47
