,Status,Brand,Model,CPU,RAM,SSD Size,Screen,Touch,Final Price
1610,0,MSI,Pulse,Intel Core i9,32,1000,17.3,0,1999.0
1611,0,Asus,ROG,Intel Core i9,16,1000,13.4,1,1899.0
1612,0,Apple,MacBook Pro,Intel Core i9,16,1000,16.0,0,1924.9
1613,0,MSI,Raider,Intel Core i9,32,1000,15.6,0,3299.0
1614,0,Razer,Blade,Intel Core i9,32,1000,15.6,0,4399.99
1615,1,Asus,ROG,Intel Core i9,32,1000,16.0,0,3456.44
1616,1,Asus,ROG,Intel Core i9,64,2000,16.0,0,5758.14
1617,1,Lenovo,Legion,Intel Core i9,32,1000,16.0,0,5018.14
1618,1,MSI,Creator,Intel Core i9,64,2000,17.0,1,3448.42
1620,0,Asus,ROG,Intel Core i9,16,1000,13.4,1,3999.0
1621,0,Asus,ROG,Intel Core i9,32,1000,17.3,0,2999.0
1622,0,Asus,ROG,Intel Core i9,32,2000,16.0,0,3999.0
1623,0,Apple,MacBook Pro,Intel Core i9,16,512,15.4,0,1410.65
1624,0,Apple,MacBook Pro,Intel Core i9,16,512,15.4,0,1410.65
1625,0,Apple,MacBook Pro,Intel Core i9,32,2000,16.0,0,2711.4
1626,0,Asus,ROG,Intel Core i9,32,3000,17.3,0,3499.01
1627,0,Asus,ROG,Intel Core i9,32,1000,17.3,0,1770.24
1628,0,Asus,ROG,Intel Core i9,32,1000,17.3,0,1861.34
1629,0,Gigabyte,Aero,Intel Core i9,16,1000,15.6,0,1313.64
1630,0,Gigabyte,Aero,Intel Core i9,32,2000,16.0,0,3799.0
1631,0,HP,Zbook,Intel Core i9,32,1000,15.6,0,4805.65
1632,0,Lenovo,Legion,Intel Core i9,32,1000,16.0,0,3337.69
1633,0,MSI,Creator,Intel Core i9,64,2000,16.0,1,3699.0
1634,0,MSI,Creator,Intel Core i9,64,2000,17.0,1,4599.0
1635,0,MSI,Creator,Intel Core i9,32,2000,17.0,1,3899.0
1636,0,MSI,Raider,Intel Core i9,32,1000,15.6,0,1820.65
1637,0,MSI,Stealth,Intel Core i9,64,2000,15.6,0,2679.88
1638,0,MSI,Raider,Intel Core i9,32,1000,15.6,0,3399.0
1639,0,MSI,Raider,Intel Core i9,64,2000,17.3,0,3799.0
1640,0,MSI,Raider,Intel Core i9,64,2000,17.3,0,4699.0
1641,0,MSI,Raider,Intel Core i9,64,2000,17.3,0,3599.0
1642,0,MSI,Raider,Intel Core i9,64,2000,17.3,0,4499.0
1646,0,Razer,Blade,Intel Core i9,32,1000,17.3,0,4699.99
1647,1,LG,Gram,Intel Evo Core i7,16,512,17.0,0,1799.0
1648,1,Asus,ZenBook,Intel Evo Core i7,16,512,13.3,0,1199.0
1649,1,LG,Gram,Intel Evo Core i7,32,1000,17.0,0,1809.01
1650,1,MSI,Summit,Intel Evo Core i7,16,1000,13.4,1,1799.0
1651,1,MSI,Prestige,Intel Evo Core i7,32,1000,13.3,0,1599.0
1652,1,MSI,Prestige,Intel Evo Core i7,16,512,14.0,0,1399.0
1655,1,MSI,Summit,Intel Evo Core i7,16,1000,16.0,1,1829.0
1657,1,LG,Gram,Intel Evo Core i7,32,1000,16.0,0,1819.01
1658,1,MSI,Prestige,Intel Evo Core i7,16,1000,13.3,0,1499.01
1659,1,LG,Gram,Intel Evo Core i7,16,512,15.0,0,1549.0
1660,1,LG,Gram,Intel Evo Core i7,32,512,17.0,0,2360.08
1661,1,MSI,Summit,Intel Evo Core i7,32,1000,13.4,1,1899.0
1662,1,MSI,Summit,Intel Evo Core i7,16,512,13.4,1,1709.0
1663,1,LG,Gram,Intel Evo Core i7,16,512,17.0,0,1799.0
1664,1,MSI,Summit,Intel Evo Core i7,16,1000,14.0,1,1689.0
1665,1,Microsoft,Surface Pro,Intel Evo Core i7,16,256,13.0,1,1859.0
1666,1,LG,Gram,Intel Evo Core i7,16,512,17.0,0,1699.0
1668,1,LG,Gram,Intel Evo Core i7,32,1000,15.0,0,1929.01
1669,1,Asus,ZenBook,Intel Evo Core i7,16,512,14.0,0,1259.01
1670,1,Microsoft,Surface Pro,Intel Evo Core i7,16,512,13.0,1,2189.0
1671,1,LG,Gram,Intel Evo Core i7,32,512,17.0,0,2399.0
1672,1,LG,Gram,Intel Evo Core i7,32,1000,14.0,0,1999.0
1673,1,LG,Gram,Intel Evo Core i7,32,512,16.0,0,2349.0
1674,1,Microsoft,Surface Laptop,Intel Evo Core i7,8,256,15.0,1,1529.0
1675,1,Microsoft,Surface Pro,Intel Evo Core i7,16,1000,13.0,1,2529.0
1676,1,LG,Gram,Intel Evo Core i7,16,512,15.0,0,1699.0
1677,1,Microsoft,Surface Laptop,Intel Evo Core i7,16,512,15.0,1,2079.0
1678,1,LG,Gram,Intel Evo Core i7,16,1000,14.0,1,1899.01
1679,1,Microsoft,Surface Laptop,Intel Evo Core i7,8,512,15.0,1,1749.0
1680,1,Asus,VivoBook,Intel Evo Core i7,16,512,14.0,0,1449.5
1681,1,Dell,Latitude,Intel Evo Core i7,16,512,13.0,1,1620.92
1683,1,LG,Gram,Intel Evo Core i7,32,512,15.0,0,2099.0
1684,1,LG,Gram,Intel Evo Core i7,32,1000,17.0,0,2199.0
1685,1,Lenovo,Yoga,Intel Evo Core i7,16,512,14.0,1,1671.0
1686,1,Lenovo,Yoga,Intel Evo Core i7,16,1000,14.0,1,1979.0
1687,1,Lenovo,Yoga,Intel Evo Core i7,16,1000,14.0,1,2099.0
1688,1,Microsoft,Surface Laptop,Intel Evo Core i7,16,512,15.0,1,2079.0
1689,1,Lenovo,Yoga,Intel Evo Core i7,16,512,14.5,0,1561.0
1690,1,Microsoft,Surface Laptop,Intel Evo Core i7,16,512,15.0,1,2310.0
1691,1,LG,Gram,Intel Evo Core i7,16,512,15.0,0,2175.83
1692,1,Dell,Vostro,Intel Evo Core i7,16,512,13.3,0,1216.0
1693,1,Asus,ZenBook,Intel Evo Core i7,16,512,14.0,0,1299.0
1694,1,Asus,ZenBook,Intel Evo Core i7,16,512,13.3,0,1016.0
1695,0,Asus,ZenBook,Intel Evo Core i7,16,512,13.9,1,1599.0
1696,0,LG,Gram,Intel Evo Core i7,32,2000,16.0,0,1882.19
1698,1,Lenovo,ThinkPad,Intel Evo Core i7,16,1000,13.0,1,3107.62
1699,1,Lenovo,ThinkPad,Intel Evo Core i7,32,1000,14.0,0,3721.08
1700,1,Lenovo,Yoga,Intel Evo Core i7,16,1000,14.0,1,2383.85
1701,1,Lenovo,Yoga,Intel Evo Core i7,16,1000,14.0,1,2646.0
1702,1,Lenovo,Yoga,Intel Evo Core i7,16,512,14.0,0,1625.28
1703,1,Lenovo,Yoga,Intel Evo Core i7,8,512,14.0,0,1271.0
1704,1,Lenovo,Yoga,Intel Evo Core i7,16,1000,14.0,1,2744.99
1705,1,Microsoft,Surface Laptop,Intel Evo Core i7,16,512,13.5,1,2022.7
1706,1,Microsoft,Surface Laptop,Intel Evo Core i7,16,256,15.0,1,2312.1
1707,1,Microsoft,Surface Laptop,Intel Evo Core i7,16,512,13.5,1,2022.7
1708,1,Microsoft,Surface Laptop,Intel Evo Core i7,8,256,15.0,1,1658.99
1709,1,Microsoft,Surface Laptop,Intel Evo Core i7,16,256,15.0,1,2103.55
1710,1,Microsoft,Surface Laptop,Intel Evo Core i7,16,512,15.0,1,2150.38
1711,1,Microsoft,Surface Laptop,Intel Evo Core i7,8,512,15.0,1,1838.29
1712,1,Microsoft,Surface Pro,Intel Evo Core i7,16,1000,12.3,1,2842.5
1713,1,Microsoft,Surface Pro,Intel Evo Core i7,16,256,13.0,1,1897.72
1714,1,Microsoft,Surface Pro,Intel Evo Core i7,16,256,13.0,1,1467.58
1715,0,Asus,ZenBook,Intel Evo Core i7,16,512,13.3,1,1099.99
1716,0,Lenovo,ThinkPad,Intel Evo Core i7,16,512,14.0,0,2204.98
1717,0,Lenovo,Yoga,Intel Evo Core i7,16,1000,14.0,1,1999.0
1720,1,Lenovo,V15,Intel Celeron,8,256,15.6,0,349.0
1721,1,HP,250,Intel Celeron,8,256,15.6,0,399.0
1722,1,Asus,Chromebook,Intel Celeron,8,32,14.0,0,349.0
1723,1,HP,250,Intel Celeron,8,256,15.6,0,383.26
1724,1,Acer,Aspire,Intel Celeron,8,256,15.6,0,306.99
1725,1,Lenovo,V15,Intel Celeron,8,256,15.6,0,322.49
1727,1,HP,Chromebook,Intel Celeron,4,32,11.6,1,282.57
1728,1,Lenovo,V15,Intel Celeron,4,128,15.6,0,279.0
1729,1,Lenovo,Chromebook,Intel Celeron,4,128,11.6,1,451.0
1730,1,HP,Chromebook,Intel Celeron,4,32,11.6,0,230.14
1731,1,Acer,Aspire,Intel Celeron,8,256,15.6,0,359.01
1732,1,HP,15S,Intel Celeron,8,256,15.6,0,323.45
1736,1,HP,15S,Intel Celeron,8,256,15.6,0,465.26
1737,1,HP,15S,Intel Celeron,8,512,15.6,0,392.0
1738,1,Asus,VivoBook,Intel Celeron,4,256,14.0,1,398.01
1740,1,HP,250,Intel Celeron,8,256,15.6,0,357.64
1741,1,HP,15S,Intel Celeron,4,128,15.6,0,395.4
1742,1,Lenovo,V15,Intel Celeron,8,256,15.6,0,411.0
1743,1,Asus,Chromebook,Intel Celeron,4,32,11.6,0,304.82
1745,1,Acer,Aspire,Intel Celeron,8,128,15.6,0,486.0
1746,1,HP,15S,Intel Celeron,8,256,15.6,0,335.28
1747,1,HP,15S,Intel Celeron,8,512,15.6,0,517.01
1748,1,HP,15S,Intel Celeron,8,256,15.6,0,354.0
1749,1,HP,15S,Intel Celeron,8,256,15.6,0,403.83
1750,1,HP,15S,Intel Celeron,8,256,15.6,0,402.22
1752,1,Lenovo,V15,Intel Celeron,8,256,15.6,0,339.78
1753,1,Lenovo,V15,Intel Celeron,4,256,15.6,0,361.0
1754,1,Medion,Akoya,Intel Celeron,4,128,14.0,0,267.49
1755,1,Medion,Akoya,Intel Celeron,8,256,15.6,0,408.24
1756,0,Acer,Aspire,Intel Celeron,4,128,15.6,0,264.14
1757,0,Lenovo,IdeaPad,Intel Celeron,8,256,15.6,0,480.95
1758,0,Medion,Akoya,Intel Celeron,4,64,14.0,0,246.89
1759,1,Lenovo,IdeaPad,AMD Ryzen 3,8,256,15.6,0,391.0
1760,1,Lenovo,IdeaPad,AMD Ryzen 3,8,256,15.6,0,499.0
1761,1,Lenovo,IdeaPad,AMD Ryzen 3,8,256,15.6,0,499.0
1762,1,Lenovo,IdeaPad,AMD Ryzen 3,8,256,15.6,0,439.99
1763,1,HP,15S,AMD Ryzen 3,8,256,15.6,0,529.0
1764,1,Lenovo,IdeaPad,AMD Ryzen 3,8,256,15.6,0,459.0
1765,1,HP,Chromebook,AMD Ryzen 3,8,128,14.0,0,579.01
1766,1,HP,15S,AMD Ryzen 3,8,512,15.6,0,479.0
1767,1,Lenovo,V15,AMD Ryzen 3,8,256,15.6,0,399.0
1768,1,Lenovo,IdeaPad,AMD Ryzen 3,8,256,15.6,0,499.0
1769,1,HP,255,AMD Ryzen 3,8,512,15.6,0,388.0
1770,1,HP,255,AMD Ryzen 3,8,256,15.6,0,379.0
1771,1,Lenovo,IdeaPad,AMD Ryzen 3,8,256,15.6,0,511.49
1772,1,Lenovo,V15,AMD Ryzen 3,8,512,15.6,0,399.0
1773,1,HP,255,AMD Ryzen 3,8,256,15.6,0,386.05
1774,1,HP,15S,AMD Ryzen 3,8,512,15.6,0,416.0
1775,1,Medion,Akoya,AMD Ryzen 3,8,256,15.6,0,529.0
1776,1,HP,15S,AMD Ryzen 3,8,256,15.6,0,431.99
1777,1,HP,255,AMD Ryzen 3,8,512,15.6,0,495.33
1778,1,HP,255,AMD Ryzen 3,8,1000,15.6,0,471.0
1779,1,Lenovo,V15,AMD Ryzen 3,8,256,15.6,0,359.9
1780,1,Medion,Akoya,AMD Ryzen 3,8,256,15.6,0,327.51
1781,1,HP,255,AMD Ryzen 3,8,256,15.6,0,556.22
1782,1,HP,15S,AMD Ryzen 3,8,512,15.6,0,470.44
1783,1,HP,15S,AMD Ryzen 3,8,256,15.6,0,391.41
1784,1,HP,15S,AMD Ryzen 3,8,256,15.6,0,529.0
1785,1,HP,15S,AMD Ryzen 3,8,512,15.6,0,405.39
1787,1,Asus,VivoBook,AMD Ryzen 3,8,256,15.6,0,563.23
1788,1,Acer,Extensa,AMD Ryzen 3,8,256,15.6,0,371.0
1789,1,Acer,Extensa,AMD Ryzen 3,8,256,15.6,0,479.0
1790,1,HP,15S,AMD Ryzen 3,8,256,15.6,0,581.01
1791,1,HP,15S,AMD Ryzen 3,8,512,15.6,0,593.11
1792,1,HP,15S,AMD Ryzen 3,8,512,15.6,0,586.66
1793,1,HP,15S,AMD Ryzen 3,8,256,15.6,0,461.05
1794,1,HP,255,AMD Ryzen 3,8,256,15.6,0,455.55
1795,1,HP,255,AMD Ryzen 3,8,256,15.6,0,839.14
1796,1,Lenovo,ThinkBook,AMD Ryzen 3,8,256,15.6,0,745.0
1798,1,Medion,Akoya,AMD Ryzen 3,8,256,15.6,0,369.85
1799,0,Asus,ExpertBook,AMD Ryzen 3,8,256,15.6,0,469.0
1800,0,HP,15S,AMD Ryzen 3,8,256,15.6,0,449.0
1801,0,Lenovo,ThinkBook,AMD Ryzen 3,8,256,15.6,0,418.79
1802,1,Asus,TUF,AMD Ryzen 9,32,512,15.6,0,1699.01
1803,1,Asus,TUF,AMD Ryzen 9,32,1000,17.3,0,1899.01
1804,1,Asus,ROG,AMD Ryzen 9,32,1000,17.3,0,2999.0
1805,1,Asus,ROG,AMD Ryzen 9,32,1000,14.0,0,2499.0
1806,1,Asus,TUF,AMD Ryzen 9,16,1000,16.0,0,1699.0
1807,1,Asus,ROG,AMD Ryzen 9,32,1000,17.3,0,2999.01
1808,1,Asus,ROG,AMD Ryzen 9,64,2000,16.0,0,5159.0
1809,1,Asus,ROG,AMD Ryzen 9,32,1000,14.0,0,2299.0
1810,1,Asus,ROG,AMD Ryzen 9,16,1000,13.4,1,1999.0
1811,0,Asus,ROG,AMD Ryzen 9,32,1000,17.3,0,2099.0
1812,1,Acer,Nitro,AMD Ryzen 9,16,1000,15.6,0,2399.01
1813,0,Asus,ROG,AMD Ryzen 9,32,1000,17.3,0,2499.0
1814,1,Asus,ROG,AMD Ryzen 9,32,1000,14.0,0,4599.0
1815,0,Razer,Blade,AMD Ryzen 9,16,1000,14.0,0,2899.99
1816,1,Razer,Blade,AMD Ryzen 9,16,1000,14.0,0,4105.45
1817,1,Asus,TUF,AMD Ryzen 9,16,1000,15.6,0,2017.87
1818,1,Asus,ROG,AMD Ryzen 9,16,1000,16.0,1,2773.31
1819,0,Asus,ROG,AMD Ryzen 9,32,1000,17.3,0,3258.19
1820,0,Asus,ROG,AMD Ryzen 9,32,1000,16.0,1,3299.0
1821,1,Asus,ROG,AMD Ryzen 9,16,1000,17.3,0,2203.07
1822,0,Asus,ROG,AMD Ryzen 9,16,1000,15.6,0,1248.59
1823,0,Asus,ROG,AMD Ryzen 9,16,1000,14.0,0,1277.64
1824,1,Asus,ROG,AMD Ryzen 9,32,1000,13.4,1,3943.37
1825,1,Asus,ROG,AMD Ryzen 9,32,1000,13.4,1,3834.15
1826,1,Asus,ROG,AMD Ryzen 9,32,1000,15.6,0,2535.45
1827,0,Asus,ROG,AMD Ryzen 9,32,1000,17.3,0,2052.74
1828,1,Lenovo,ThinkBook,AMD Ryzen 9,32,1000,16.0,0,2424.01
1829,0,Asus,ROG,AMD Ryzen 9,32,1000,15.6,0,3099.0
1830,0,Asus,ROG,AMD Ryzen 9,32,1000,17.3,0,2799.0
1831,0,Asus,ROG,AMD Ryzen 9,32,1000,17.3,0,2353.24
1832,0,Asus,ROG,AMD Ryzen 9,64,4000,16.0,0,3999.0
1833,0,Asus,ROG,AMD Ryzen 9,32,1000,15.6,0,1599.98
1834,0,Asus,ROG,AMD Ryzen 9,32,1000,15.6,0,1888.94
1835,0,Asus,ROG,AMD Ryzen 9,32,1000,13.4,1,2099.0
1836,0,Asus,ROG,AMD Ryzen 9,16,1000,15.6,0,1299.0
1837,0,Asus,ROG,AMD Ryzen 9,32,1000,15.6,0,2071.29
1838,0,Asus,ROG,AMD Ryzen 9,32,1000,17.3,0,1931.64
1839,0,Asus,ROG,AMD Ryzen 9,16,1000,14.0,0,1399.0
1840,0,Asus,ROG,AMD Ryzen 9,32,1000,14.0,0,2799.0
1841,0,Asus,ROG,AMD Ryzen 9,32,1000,17.3,0,1999.0
1842,0,Asus,ROG,AMD Ryzen 9,64,1000,17.3,0,2871.29
1844,0,HP,Omen,AMD Ryzen 9,16,1000,16.1,0,1242.39
1846,1,Lenovo,Yoga,Intel Evo Core i5,16,512,14.5,0,1529.0
1847,1,MSI,Prestige,Intel Evo Core i5,16,512,14.0,0,1339.01
1848,1,Asus,ZenBook,Intel Evo Core i5,16,512,14.0,0,1199.0
1849,1,Microsoft,Surface Laptop,Intel Evo Core i5,8,256,13.5,1,1179.0
1850,1,Microsoft,Surface Laptop,Intel Evo Core i5,8,512,13.5,1,1419.0
1851,1,Microsoft,Surface Laptop,Intel Evo Core i5,8,512,13.5,1,1419.0
1852,1,Microsoft,Surface Pro,Intel Evo Core i5,8,256,13.0,1,1299.0
1853,1,Microsoft,Surface Pro,Intel Evo Core i5,8,256,13.0,1,1299.0
1854,1,Lenovo,Yoga,Intel Evo Core i5,8,512,14.0,0,979.0
1855,1,Microsoft,Surface Pro,Intel Evo Core i5,8,256,13.0,1,1403.0
1856,1,Microsoft,Surface Pro,Intel Evo Core i5,16,256,13.0,1,1778.0
1857,1,Microsoft,Surface Pro,Intel Evo Core i5,8,256,13.0,1,1293.93
1858,1,Dell,Vostro,Intel Evo Core i5,16,512,13.3,0,1020.24
1859,1,Asus,ZenBook,Intel Evo Core i5,16,512,14.0,0,1205.99
1860,1,Dell,Vostro,Intel Evo Core i5,8,256,13.3,0,919.0
1861,1,Lenovo,ThinkBook,Intel Evo Core i5,16,512,13.3,0,1162.82
1862,1,Lenovo,ThinkPad,Intel Evo Core i5,8,256,14.0,0,1512.54
1863,1,Lenovo,ThinkPad,Intel Evo Core i5,8,256,14.0,0,1334.94
1864,1,Lenovo,Yoga,Intel Evo Core i5,16,512,14.5,0,1595.12
1865,1,Microsoft,Surface Laptop,Intel Evo Core i5,16,512,13.5,1,1846.85
1866,1,Microsoft,Surface Laptop,Intel Evo Core i5,8,256,13.5,1,1321.47
1867,1,Microsoft,Surface Laptop,Intel Evo Core i5,8,512,13.5,1,1576.27
1868,1,Microsoft,Surface Laptop,Intel Evo Core i5,8,512,13.5,1,1576.27
1869,1,Microsoft,Surface Pro,Intel Evo Core i5,8,256,13.0,1,1394.98
1870,1,Microsoft,Surface Pro,Intel Evo Core i5,8,128,13.0,1,1582.0
1872,0,LG,Gram,Intel Evo Core i5,8,512,14.0,0,701.28
1873,1,Apple,MacBook Pro,Apple M2,8,256,13.3,0,1599.0
1874,1,Apple,MacBook Air,Apple M2,8,256,13.6,0,1519.0
1875,1,Apple,MacBook Air,Apple M2,8,256,13.6,0,1519.0
1876,1,Apple,MacBook Air,Apple M2,8,256,15.3,0,1599.0
1877,1,Apple,MacBook Pro,Apple M2,8,256,13.3,0,1619.0
1878,1,Apple,MacBook Air,Apple M2,8,256,13.6,0,1519.0
1879,1,Apple,MacBook Air,Apple M2,8,512,13.6,0,1869.0
1880,1,Apple,MacBook Air,Apple M2,8,256,15.3,0,1599.0
1881,1,Apple,MacBook Air,Apple M2,8,512,13.6,0,1869.0
1882,1,Apple,MacBook Air,Apple M2,16,256,13.6,0,1639.01
1883,1,Apple,MacBook Air,Apple M2,8,256,15.3,0,1599.0
1884,1,Apple,MacBook Air,Apple M2,8,512,13.6,0,1869.0
1885,1,Apple,MacBook Pro,Apple M2,8,512,13.3,0,1849.0
1886,1,Apple,MacBook Pro,Apple M2,16,256,13.3,0,1729.01
1887,1,Apple,MacBook Air,Apple M2,8,256,13.6,0,1519.0
1888,1,Apple,MacBook Pro,Apple M2,16,512,13.3,0,1899.01
1889,1,Apple,MacBook Air,Apple M2,8,512,15.3,0,1829.0
1890,1,Apple,MacBook Air,Apple M2,8,512,13.6,0,1869.0
1891,1,Apple,MacBook Air,Apple M2,8,512,15.3,0,1829.0
1892,1,Apple,MacBook Air,Apple M2,16,512,13.6,0,1969.01
1893,1,Apple,MacBook Pro,Apple M2,32,1000,16.2,0,3799.0
1894,1,Apple,MacBook Pro,Apple M2,32,1000,14.2,0,3379.01
1895,1,Apple,MacBook Pro,Apple M2,8,512,13.3,0,1849.0
1896,1,Apple,MacBook Air,Apple M2,8,256,15.3,0,1599.0
1897,1,Apple,MacBook Pro,Apple M2,32,1000,14.2,0,3399.0
1898,1,Apple,MacBook Air,Apple M2,8,512,15.3,0,1829.0
1899,1,Apple,MacBook Air,Apple M2,8,512,15.3,0,1829.0
1900,0,Apple,MacBook Air,Apple M2,8,256,13.6,0,1519.0
1901,1,Apple,MacBook Pro,Apple M2 Pro,16,512,14.2,0,2209.0
1902,1,Apple,MacBook Pro,Apple M2 Pro,16,512,14.2,0,2269.0
1903,1,Apple,MacBook Pro,Apple M2 Pro,16,1000,14.2,0,2729.01
1904,1,Apple,MacBook Pro,Apple M2 Pro,32,512,14.2,0,2719.0
1905,1,Apple,MacBook Pro,Apple M2 Pro,32,1000,14.2,0,2939.01
1906,1,Apple,MacBook Pro,Apple M2 Pro,16,512,16.2,0,2729.01
1907,1,Apple,MacBook Pro,Apple M2 Pro,32,1000,16.2,0,3499.01
1908,1,Apple,MacBook Pro,Apple M2 Pro,16,1000,16.2,0,2999.01
1909,1,Apple,MacBook Pro,Apple M2 Pro,16,1000,14.2,0,2749.0
1910,1,Apple,MacBook Pro,Apple M2 Pro,16,512,16.2,0,2789.0
1911,1,Apple,MacBook Pro,Apple M2 Pro,32,1000,14.2,0,3279.0
1912,1,Apple,MacBook Pro,Apple M2 Pro,32,512,16.2,0,3279.0
1913,1,Apple,MacBook Pro,Apple M2 Pro,16,1000,16.2,0,2999.01
1914,1,Lenovo,IdeaPad,AMD 3020e,4,128,15.6,0,442.99
1915,1,Lenovo,IdeaPad,AMD 3020e,4,256,15.6,0,321.99
1916,1,HP,255,AMD 3020e,8,256,15.6,0,339.0
1917,1,HP,15S,AMD 3020e,4,128,15.6,0,379.0
1918,1,HP,15S,AMD 3020e,8,256,15.6,0,301.01
1919,1,HP,15S,AMD 3020e,8,256,15.6,0,366.0
1920,1,HP,15S,AMD 3020e,4,128,15.6,0,381.76
1921,1,HP,15S,AMD 3020e,4,256,15.6,0,355.01
1922,1,HP,15S,AMD 3020e,4,128,15.6,0,367.34
1923,1,Lenovo,IdeaPad,AMD 3020e,4,256,14.0,0,422.0
1924,0,Lenovo,IdeaPad,AMD 3020e,8,256,15.6,0,299.0
1925,0,Lenovo,V15,AMD 3020e,8,256,15.6,0,445.79
